V5,V2
-0.21,0.185
-0.205,0.175
-0.205,0.165
-0.205,0.14
-0.225,0.12
-0.245,0.1
-0.24,0.1
-0.225,0.1
-0.215,0.085
-0.22,0.065
-0.22,0.06
-0.24,0.04
-0.25,0.06
-0.25,0.055
-0.24,0.055
-0.25,0.06
-0.26,0.04
-0.26,0.035
-0.265,0.035
-0.26,0.045
-0.255,0.045
-0.265,0.05
-0.28,0.025
-0.29,0.02
-0.295,0.025
-0.285,0.04
-0.27,0.05
-0.275,0.04
-0.275,0.025
-0.275,0.015
-0.275,0.025
-0.27,0.045
-0.255,0.04
-0.26,0.04
-0.27,0.01
-0.275,0.01
-0.275,0.02
-0.275,0.015
-0.26,0.02
-0.27,0.03
-0.275,0.02
-0.285,0.01
-0.29,0.01
-0.29,0.01
-0.275,0.02
-0.285,0.005
-0.3,-0.005
-0.305,-0.015
-0.315,0.0
-0.295,0.0
-0.285,-0.015
-0.285,-0.01
-0.28,-0.025
-0.275,-0.03
-0.28,-0.035
-0.275,-0.04
-0.275,-0.04
-0.29,-0.045
-0.295,-0.065
-0.305,-0.065
-0.325,-0.065
-0.33,-0.055
-0.32,-0.055
-0.325,-0.065
-0.325,-0.08
-0.32,-0.1
-0.3,-0.105
-0.29,-0.09
-0.275,-0.1
-0.285,-0.1
-0.3,-0.11
-0.305,-0.11
-0.315,-0.095
-0.305,-0.105
-0.305,-0.11
-0.305,-0.11
-0.31,-0.125
-0.305,-0.145
-0.32,-0.13
-0.32,-0.125
-0.305,-0.13
-0.31,-0.125
-0.315,-0.145
-0.31,-0.145
-0.305,-0.15
-0.305,-0.14
-0.315,-0.14
-0.315,-0.145
-0.31,-0.16
-0.325,-0.17
-0.33,-0.165
-0.325,-0.15
-0.325,-0.155
-0.345,-0.17
-0.35,-0.165
-0.365,-0.175
-0.355,-0.165
-0.345,-0.155
-0.32,-0.155
-0.3,-0.155
-0.295,-0.175
-0.3,-0.185
-0.305,-0.18
-0.3,-0.16
-0.315,-0.175
-0.325,-0.17
-0.315,-0.185
-0.31,-0.18
-0.305,-0.185
-0.3,-0.175
-0.295,-0.185
-0.305,-0.175
-0.325,-0.18
-0.325,-0.18
-0.345,-0.18
-0.31,-0.19
-0.295,-0.185
-0.3,-0.18
-0.305,-0.185
-0.315,-0.19
-0.33,-0.19
-0.32,-0.17
-0.305,-0.165
-0.315,-0.18
-0.315,-0.19
-0.315,-0.195
-0.345,-0.185
-0.33,-0.18
-0.295,-0.18
-0.295,-0.19
-0.285,-0.19
-0.285,-0.2
-0.29,-0.195
-0.285,-0.18
-0.28,-0.175
-0.275,-0.175
-0.275,-0.2
-0.27,-0.185
-0.28,-0.18
-0.27,-0.16
-0.27,-0.135
-0.275,-0.12
-0.285,-0.07
-0.275,0.08
-0.265,0.43
-0.215,0.81
-0.165,0.96
-0.13,0.775
-0.02,0.5
0.225,0.33
0.59,0.28
0.825,0.235
0.725,0.18
0.43,0.095
0.205,0.0
0.145,-0.105
0.16,-0.24
0.195,-0.395
0.195,-0.57
0.195,-0.8
0.17,-1.04
0.16,-1.265
0.16,-1.46
0.175,-1.615
0.2,-1.775
0.175,-1.945
0.15,-2.115
0.14,-2.31
0.14,-2.51
0.15,-2.675
0.16,-2.785
0.135,-2.885
0.09,-2.975
0.04,-3.075
-0.01,-3.15
-0.045,-3.185
-0.1,-3.23
-0.17,-3.25
-0.225,-3.275
-0.3,-3.305
-0.365,-3.3
-0.455,-3.29
-0.525,-3.305
-0.605,-3.305
-0.65,-3.31
-0.66,-3.31
-0.62,-3.295
-0.545,-3.255
-0.505,-3.24
-0.505,-3.17
-0.49,-3.105
-0.51,-3.005
-0.515,-2.88
-0.51,-2.71
-0.485,-2.535
-0.465,-2.34
-0.445,-2.13
-0.435,-1.885
-0.42,-1.64
-0.38,-1.385
-0.355,-1.135
-0.345,-0.915
-0.35,-0.715
-0.365,-0.525
-0.37,-0.32
-0.345,-0.145
-0.335,0.015
-0.33,0.165
-0.335,0.305
-0.34,0.425
-0.33,0.54
-0.315,0.605
-0.295,0.66
-0.29,0.69
-0.285,0.71
-0.29,0.725
-0.295,0.765
-0.28,0.8
-0.265,0.81
-0.26,0.82
-0.255,0.835
-0.255,0.85
-0.265,0.87
-0.255,0.905
-0.235,0.935
-0.245,0.955
-0.26,0.98
-0.28,1.005
-0.29,1.02
-0.305,1.05
-0.295,1.05
-0.315,1.07
-0.31,1.08
-0.325,1.1
-0.32,1.13
-0.31,1.16
-0.3,1.18
-0.305,1.205
-0.31,1.21
-0.32,1.225
-0.33,1.26
-0.345,1.295
-0.35,1.32
-0.35,1.34
-0.365,1.345
-0.35,1.36
-0.355,1.4
-0.345,1.425
-0.35,1.46
-0.36,1.475
-0.37,1.495
-0.385,1.515
-0.38,1.545
-0.38,1.585
-0.375,1.6
-0.37,1.63
-0.355,1.635
-0.335,1.65
-0.335,1.685
-0.325,1.71
-0.32,1.72
-0.325,1.73
-0.34,1.73
-0.335,1.72
-0.31,1.74
-0.28,1.735
-0.25,1.74
-0.24,1.725
-0.23,1.685
-0.22,1.66
-0.21,1.63
-0.205,1.625
-0.18,1.575
-0.165,1.515
-0.12,1.465
-0.095,1.405
-0.085,1.36
-0.095,1.315
-0.105,1.24
-0.125,1.175
-0.115,1.105
-0.11,1.02
-0.105,0.98
-0.11,0.925
-0.08,0.855
-0.085,0.785
-0.09,0.715
-0.085,0.655
-0.07,0.6
-0.065,0.56
-0.045,0.525
-0.045,0.475
-0.06,0.405
-0.07,0.38
-0.08,0.34
-0.08,0.315
-0.08,0.28
-0.105,0.26
-0.12,0.2
-0.15,0.17
-0.16,0.16
-0.15,0.15
-0.14,0.135
-0.145,0.115
-0.15,0.095
-0.14,0.08
-0.145,0.07
-0.14,0.075
-0.145,0.06
-0.165,0.05
-0.175,0.035
-0.195,0.03
-0.205,0.035
-0.175,0.045
-0.16,0.035
-0.16,0.025
-0.17,0.02
-0.175,0.02
-0.19,0.025
-0.175,0.015
-0.17,0.025
-0.18,0.035
-0.19,0.01
-0.21,0.02
-0.21,0.01
-0.215,0.03
-0.2,0.025
-0.2,0.03
-0.205,0.01
-0.2,0.015
-0.2,0.02
-0.2,0.025
-0.19,0.02
-0.195,0.02
-0.19,0.005
-0.205,-0.005
-0.205,0.015
-0.2,0.015
-0.205,0.015
-0.21,0.015
-0.215,0.0
-0.225,-0.01
-0.225,-0.005
-0.205,0.0
-0.2,0.0
-0.21,-0.01
-0.21,-0.015
-0.22,-0.03
-0.22,-0.015
-0.215,0.0
-0.21,-0.01
-0.215,-0.025
-0.215,-0.04
-0.22,-0.05
-0.22,-0.045
-0.22,-0.045
-0.21,-0.04
-0.21,-0.065
-0.21,-0.07
-0.22,-0.075
-0.235,-0.055
-0.22,-0.07
-0.21,-0.08
-0.2,-0.07
-0.215,-0.085
-0.23,-0.09
-0.225,-0.085
-0.23,-0.09
-0.215,-0.085
-0.225,-0.095
-0.235,-0.105
-0.23,-0.115
-0.235,-0.13
-0.22,-0.11
-0.21,-0.115
-0.205,-0.11
-0.215,-0.13
-0.24,-0.135
-0.235,-0.14
-0.245,-0.13
-0.225,-0.125
-0.23,-0.14
-0.235,-0.145
-0.235,-0.15
-0.25,-0.145
-0.235,-0.135
-0.235,-0.14
-0.225,-0.14
-0.245,-0.15
-0.255,-0.17
-0.26,-0.15
-0.255,-0.145
-0.245,-0.15
-0.245,-0.155
-0.24,-0.16
-0.24,-0.175
-0.235,-0.16
-0.24,-0.15
-0.24,-0.16
-0.245,-0.16
-0.24,-0.175
-0.25,-0.175
-0.26,-0.165
-0.235,-0.155
-0.22,-0.165
-0.23,-0.16
-0.24,-0.17
-0.24,-0.18
-0.25,-0.165
-0.235,-0.165
-0.235,-0.165
-0.24,-0.165
-0.245,-0.175
-0.245,-0.185
-0.265,-0.175
-0.24,-0.175
-0.235,-0.16
-0.24,-0.165
-0.24,-0.175
-0.26,-0.195
-0.245,-0.17
-0.24,-0.175
-0.22,-0.175
-0.24,-0.165
-0.235,-0.18
-0.245,-0.185
-0.25,-0.18
-0.24,-0.16
-0.225,-0.165
-0.225,-0.16
-0.24,-0.18
-0.25,-0.18
-0.25,-0.18
-0.24,-0.175
-0.23,-0.165
-0.23,-0.17
-0.24,-0.19
-0.24,-0.18
-0.25,-0.17
-0.24,-0.175
-0.22,-0.165
-0.23,-0.16
-0.23,-0.18
-0.24,-0.18
-0.23,-0.16
-0.215,-0.14
-0.205,-0.12
-0.205,-0.095
-0.195,-0.05
-0.185,0.14
-0.17,0.495
-0.125,0.865
-0.07,0.905
-0.005,0.66
0.175,0.425
0.5,0.31
0.835,0.29
0.935,0.255
0.725,0.205
0.415,0.145
0.26,0.075
0.215,-0.04
0.225,-0.155
0.245,-0.305
0.255,-0.485
0.25,-0.685
0.25,-0.92
0.265,-1.135
0.255,-1.325
0.27,-1.5
0.285,-1.67
0.265,-1.83
0.245,-2.01
0.225,-2.21
0.21,-2.41
0.205,-2.565
0.205,-2.675
0.18,-2.79
0.16,-2.89
0.105,-2.98
0.06,-3.06
0.025,-3.13
-0.02,-3.17
-0.08,-3.205
-0.14,-3.24
-0.195,-3.265
-0.26,-3.27
-0.315,-3.27
-0.39,-3.28
-0.485,-3.285
-0.54,-3.3
-0.565,-3.3
-0.535,-3.285
-0.495,-3.255
-0.455,-3.24
-0.455,-3.195
-0.43,-3.14
-0.445,-3.045
-0.435,-2.915
-0.425,-2.76
-0.405,-2.6
-0.395,-2.43
-0.375,-2.23
-0.37,-1.985
-0.325,-1.72
-0.28,-1.47
-0.25,-1.235
-0.255,-1.035
-0.27,-0.835
-0.295,-0.645
-0.325,-0.44
-0.335,-0.26
-0.33,-0.09
-0.335,0.075
-0.35,0.235
-0.37,0.365
-0.355,0.485
-0.33,0.585
-0.315,0.64
-0.32,0.68
-0.325,0.71
-0.335,0.73
-0.33,0.78
-0.33,0.82
-0.305,0.845
-0.315,0.865
-0.315,0.875
-0.32,0.91
-0.325,0.945
-0.32,0.97
-0.315,0.995
-0.315,1.01
-0.32,1.025
-0.325,1.04
-0.33,1.07
-0.33,1.12
-0.315,1.14
-0.335,1.165
-0.34,1.165
-0.345,1.185
-0.345,1.23
-0.34,1.265
-0.33,1.29
-0.33,1.31
-0.35,1.325
-0.35,1.35
-0.355,1.39
-0.34,1.425
-0.325,1.445
-0.325,1.465
-0.325,1.48
-0.325,1.505
-0.325,1.52
-0.32,1.56
-0.315,1.57
-0.31,1.585
-0.3,1.6
-0.295,1.615
-0.295,1.64
-0.27,1.675
-0.28,1.69
-0.28,1.705
-0.28,1.715
-0.28,1.715
-0.275,1.74
-0.265,1.765
-0.245,1.785
-0.25,1.8
-0.25,1.8
-0.255,1.8
-0.265,1.795
-0.25,1.795
-0.24,1.77
-0.245,1.75
-0.25,1.715
-0.25,1.675
-0.23,1.64
-0.225,1.61
-0.205,1.565
-0.195,1.505
-0.195,1.45
-0.18,1.39
-0.18,1.33
-0.165,1.3
-0.15,1.22
-0.15,1.155
-0.14,1.085
-0.13,1.01
-0.135,0.945
-0.135,0.89
-0.13,0.82
-0.12,0.76
-0.125,0.685
-0.135,0.62
-0.13,0.575
-0.13,0.525
-0.13,0.465
-0.125,0.425
-0.14,0.36
-0.15,0.33
-0.165,0.285
-0.155,0.265
-0.155,0.23
-0.16,0.215
-0.16,0.175
-0.17,0.15
-0.19,0.135
-0.185,0.13
-0.165,0.125
-0.18,0.105
-0.19,0.08
-0.195,0.08
-0.21,0.075
-0.21,0.08
-0.195,0.07
-0.19,0.075
-0.215,0.055
-0.225,0.05
-0.215,0.05
-0.2,0.06
-0.2,0.06
-0.225,0.045
-0.215,0.05
-0.215,0.045
-0.215,0.045
-0.215,0.055
-0.2,0.065
-0.215,0.06
-0.225,0.045
-0.235,0.035
-0.235,0.06
-0.22,0.055
-0.21,0.07
-0.225,0.065
-0.225,0.055
-0.245,0.05
-0.24,0.07
-0.225,0.05
-0.23,0.075
-0.235,0.065
-0.215,0.05
-0.235,0.04
-0.245,0.055
-0.24,0.06
-0.225,0.045
-0.23,0.05
-0.25,0.025
-0.255,0.03
-0.26,0.045
-0.235,0.05
-0.23,0.05
-0.245,0.025
-0.255,0.02
-0.255,0.015
-0.255,0.02
-0.25,0.03
-0.24,0.015
-0.245,0.015
-0.25,-0.005
-0.26,0.0
-0.265,0.0
-0.245,0.005
-0.245,-0.01
-0.245,-0.015
-0.255,-0.015
-0.265,-0.045
-0.275,-0.04
-0.26,-0.035
-0.25,-0.03
-0.255,-0.04
-0.27,-0.06
-0.275,-0.07
-0.27,-0.06
-0.27,-0.06
-0.26,-0.06
-0.265,-0.07
-0.26,-0.075
-0.275,-0.09
-0.275,-0.09
-0.275,-0.08
-0.265,-0.085
-0.285,-0.095
-0.28,-0.1
-0.295,-0.115
-0.295,-0.115
-0.28,-0.115
-0.27,-0.11
-0.27,-0.11
-0.275,-0.125
-0.29,-0.13
-0.28,-0.13
-0.265,-0.125
-0.26,-0.125
-0.265,-0.13
-0.275,-0.14
-0.29,-0.145
-0.285,-0.14
-0.275,-0.135
-0.255,-0.13
-0.275,-0.135
-0.275,-0.15
-0.29,-0.15
-0.29,-0.145
-0.285,-0.14
-0.27,-0.14
-0.28,-0.145
-0.275,-0.16
-0.28,-0.155
-0.285,-0.145
-0.27,-0.145
-0.255,-0.14
-0.26,-0.145
-0.28,-0.16
-0.285,-0.17
-0.275,-0.155
-0.27,-0.14
-0.255,-0.14
-0.265,-0.15
-0.29,-0.155
-0.27,-0.165
-0.28,-0.155
-0.255,-0.14
-0.25,-0.14
-0.26,-0.16
-0.275,-0.165
-0.285,-0.17
-0.275,-0.17
-0.27,-0.16
-0.255,-0.155
-0.26,-0.16
-0.26,-0.17
-0.26,-0.175
-0.26,-0.16
-0.26,-0.15
-0.245,-0.16
-0.245,-0.16
-0.245,-0.18
-0.27,-0.185
-0.265,-0.18
-0.26,-0.165
-0.245,-0.16
-0.24,-0.165
-0.24,-0.175
-0.245,-0.175
-0.245,-0.165
-0.235,-0.155
-0.235,-0.15
-0.23,-0.14
-0.23,-0.14
-0.23,-0.11
-0.22,-0.015
-0.195,0.235
-0.16,0.61
-0.12,0.86
-0.055,0.755
0.055,0.5
0.36,0.3
0.765,0.25
0.995,0.19
0.88,0.11
0.54,0.025
0.275,-0.08
0.185,-0.2
0.19,-0.33
0.22,-0.495
0.205,-0.695
0.185,-0.9
0.18,-1.115
0.19,-1.305
0.2,-1.45
0.22,-1.59
0.22,-1.74
0.19,-1.87
0.165,-2.035
0.15,-2.215
0.165,-2.415
0.18,-2.565
0.175,-2.72
0.145,-2.84
0.115,-2.94
0.09,-3.03
0.065,-3.1
0.035,-3.17
-0.04,-3.22
-0.085,-3.26
-0.15,-3.285
-0.215,-3.295
-0.27,-3.285
-0.335,-3.305
-0.42,-3.315
-0.49,-3.325
-0.52,-3.325
-0.495,-3.305
-0.445,-3.285
-0.395,-3.26
-0.37,-3.23
-0.36,-3.175
-0.38,-3.1
-0.37,-2.975
-0.38,-2.835
-0.355,-2.675
-0.35,-2.485
-0.355,-2.28
-0.33,-2.055
-0.31,-1.795
-0.265,-1.525
-0.23,-1.265
-0.235,-1.025
-0.25,-0.795
-0.29,-0.565
-0.305,-0.36
-0.3,-0.17
-0.3,0.0
-0.31,0.175
-0.315,0.325
-0.325,0.455
-0.33,0.56
-0.31,0.64
-0.29,0.7
-0.3,0.745
-0.3,0.765
-0.32,0.8
-0.31,0.845
-0.305,0.89
-0.29,0.93
-0.29,0.945
-0.295,0.95
-0.305,0.975
-0.305,1.005
-0.3,1.035
-0.295,1.05
-0.295,1.075
-0.305,1.09
-0.315,1.1
-0.315,1.13
-0.315,1.155
-0.3,1.185
-0.295,1.2
-0.31,1.205
-0.31,1.23
-0.315,1.275
-0.31,1.29
-0.31,1.315
-0.315,1.34
-0.31,1.345
-0.315,1.38
-0.32,1.405
-0.315,1.44
-0.31,1.465
-0.315,1.495
-0.31,1.51
-0.32,1.55
-0.32,1.59
-0.315,1.615
-0.305,1.64
-0.295,1.675
-0.305,1.69
-0.315,1.72
-0.305,1.765
-0.3,1.79
-0.265,1.81
-0.26,1.84
-0.26,1.845
-0.255,1.855
-0.255,1.885
-0.245,1.895
-0.22,1.9
-0.225,1.89
-0.22,1.88
-0.22,1.87
-0.215,1.855
-0.19,1.835
-0.175,1.805
-0.17,1.76
-0.17,1.715
-0.17,1.665
-0.155,1.63
-0.14,1.58
-0.125,1.51
-0.11,1.435
-0.105,1.355
-0.105,1.275
-0.105,1.195
-0.09,1.135
-0.085,1.055
-0.055,0.985
-0.065,0.895
-0.065,0.81
-0.06,0.745
-0.06,0.69
-0.055,0.63
-0.06,0.575
-0.065,0.505
-0.085,0.44
-0.08,0.4
-0.075,0.385
-0.075,0.355
-0.085,0.315
-0.115,0.27
-0.14,0.23
-0.17,0.205
-0.175,0.18
-0.175,0.155
-0.175,0.135
-0.18,0.105
-0.195,0.085
-0.205,0.08
-0.2,0.075
-0.2,0.065
-0.2,0.055
-0.205,0.045
-0.21,0.04
-0.22,0.02
-0.205,0.03
-0.21,0.025
-0.22,0.02
-0.23,0.01
-0.25,0.0
-0.235,0.005
-0.235,0.015
-0.225,0.01
-0.235,0.015
-0.24,0.005
-0.25,0.005
-0.255,0.02
-0.245,0.015
-0.245,0.015
-0.255,0.01
-0.275,0.01
-0.27,0.005
-0.275,0.005
-0.26,0.025
-0.255,0.025
-0.26,0.03
-0.25,0.015
-0.26,0.01
-0.26,0.015
-0.25,0.03
-0.245,0.02
-0.25,0.015
-0.27,0.005
-0.28,0.005
-0.27,0.005
-0.27,0.01
-0.265,0.0
-0.27,-0.005
-0.285,-0.01
-0.29,-0.015
-0.29,-0.01
-0.295,-0.005
-0.285,-0.015
-0.285,-0.025
-0.285,-0.025
-0.29,-0.035
-0.29,-0.04
-0.28,-0.035
-0.265,-0.03
-0.265,-0.035
-0.3,-0.035
-0.31,-0.06
-0.315,-0.06
-0.315,-0.05
-0.31,-0.06
-0.305,-0.065
-0.305,-0.075
-0.3,-0.085
-0.305,-0.08
-0.295,-0.075
-0.295,-0.08
-0.295,-0.095
-0.31,-0.11
-0.315,-0.11
-0.32,-0.1
-0.305,-0.1
-0.32,-0.09
-0.305,-0.105
-0.32,-0.115
-0.32,-0.125
-0.315,-0.115
-0.31,-0.105
-0.315,-0.115
-0.33,-0.125
-0.335,-0.14
-0.355,-0.145
-0.34,-0.14
-0.33,-0.125
-0.32,-0.135
-0.32,-0.13
-0.335,-0.135
-0.335,-0.15
-0.335,-0.14
-0.335,-0.14
-0.315,-0.14
-0.32,-0.145
-0.325,-0.15
-0.345,-0.165
-0.335,-0.145
-0.32,-0.145
-0.335,-0.145
-0.325,-0.15
-0.34,-0.155
-0.35,-0.165
-0.34,-0.165
-0.315,-0.145
-0.305,-0.14
-0.305,-0.15
-0.32,-0.16
-0.325,-0.17
-0.33,-0.155
-0.32,-0.155
-0.315,-0.15
-0.31,-0.15
-0.305,-0.17
-0.31,-0.175
-0.3,-0.155
-0.29,-0.15
-0.295,-0.15
-0.31,-0.165
-0.325,-0.165
-0.335,-0.16
-0.325,-0.155
-0.295,-0.155
-0.285,-0.155
-0.285,-0.16
-0.29,-0.18
-0.305,-0.18
-0.305,-0.175
-0.305,-0.16
-0.295,-0.16
-0.305,-0.175
-0.305,-0.185
-0.295,-0.18
-0.29,-0.165
-0.28,-0.16
-0.26,-0.165
-0.25,-0.17
-0.27,-0.185
-0.29,-0.185
-0.285,-0.18
-0.275,-0.17
-0.255,-0.17
-0.255,-0.17
-0.26,-0.17
-0.27,-0.17
-0.255,-0.17
-0.255,-0.135
-0.25,-0.12
-0.24,-0.09
-0.235,0.025
-0.225,0.35
-0.19,0.745
-0.14,0.825
-0.065,0.625
0.11,0.38
0.455,0.265
0.825,0.225
0.885,0.18
0.63,0.125
0.335,0.025
0.18,-0.095
0.16,-0.23
0.175,-0.42
0.19,-0.59
0.195,-0.78
0.205,-1.005
0.215,-1.23
0.22,-1.44
0.215,-1.625
0.215,-1.775
0.21,-1.905
0.21,-2.055
0.2,-2.225
0.19,-2.42
0.195,-2.645
0.19,-2.78
0.17,-2.88
0.165,-2.96
0.13,-3.045
0.095,-3.135
0.045,-3.2
-0.005,-3.24
-0.055,-3.255
-0.125,-3.27
-0.195,-3.295
-0.27,-3.31
-0.365,-3.325
-0.455,-3.315
-0.55,-3.31
-0.595,-3.31
-0.585,-3.3
-0.56,-3.295
-0.52,-3.28
-0.465,-3.225
-0.46,-3.14
-0.465,-3.055
-0.465,-2.91
-0.485,-2.785
-0.49,-2.6
-0.47,-2.41
-0.44,-2.165
-0.4,-1.895
-0.36,-1.62
-0.325,-1.36
-0.295,-1.095
-0.295,-0.85
-0.295,-0.63
-0.31,-0.43
-0.335,-0.24
-0.355,-0.075
-0.375,0.08
-0.38,0.26
-0.375,0.4
-0.35,0.515
-0.34,0.585
-0.335,0.65
-0.355,0.695
-0.34,0.73
-0.34,0.785
-0.31,0.82
-0.315,0.85
-0.31,0.87
-0.32,0.89
-0.335,0.93
-0.32,0.955
-0.305,0.975
-0.29,0.985
-0.28,1.005
-0.29,1.025
-0.305,1.055
-0.305,1.075
-0.3,1.09
-0.3,1.115
-0.305,1.12
-0.31,1.15
-0.31,1.18
-0.315,1.215
-0.31,1.25
-0.305,1.265
-0.315,1.27
-0.325,1.3
-0.32,1.335
-0.315,1.375
-0.305,1.385
-0.305,1.41
-0.31,1.445
-0.325,1.465
-0.32,1.51
-0.32,1.53
-0.305,1.575
-0.3,1.58
-0.29,1.615
-0.285,1.64
-0.275,1.675
-0.265,1.705
-0.24,1.74
-0.24,1.75
-0.24,1.76
-0.245,1.78
-0.235,1.8
-0.22,1.815
-0.215,1.82
-0.22,1.825
-0.225,1.815
-0.22,1.805
-0.21,1.79
-0.18,1.785
-0.17,1.765
-0.155,1.73
-0.155,1.67
-0.16,1.635
-0.14,1.6
-0.13,1.565
-0.115,1.515
-0.105,1.45
-0.09,1.38
-0.075,1.315
-0.055,1.24
-0.055,1.17
-0.055,1.1
-0.04,1.015
-0.05,0.93
-0.04,0.845
-0.04,0.785
-0.025,0.73
-0.02,0.665
-0.01,0.59
-0.02,0.51
-0.035,0.435
-0.04,0.39
-0.04,0.36
-0.04,0.31
-0.06,0.26
-0.095,0.22
-0.11,0.2
-0.11,0.175
-0.095,0.18
-0.1,0.155
-0.125,0.145
-0.135,0.11
-0.16,0.1
-0.165,0.09
-0.15,0.08
-0.155,0.08
-0.16,0.065
-0.16,0.05
-0.17,0.035
-0.18,0.045
-0.175,0.045
-0.185,0.03
-0.19,0.025
-0.2,0.02
-0.215,0.02
-0.21,0.02
-0.2,0.025
-0.175,0.04
-0.18,0.035
-0.19,0.01
-0.205,0.01
-0.21,0.02
-0.21,0.025
-0.215,0.03
-0.205,0.025
-0.215,0.01
-0.215,0.015
-0.21,0.025
-0.2,0.03
-0.19,0.03
-0.195,0.035
-0.21,0.015
-0.22,0.02
-0.225,0.03
-0.23,0.035
-0.22,0.04
-0.21,0.035
-0.215,0.02
-0.235,0.01
-0.235,0.015
-0.23,0.03
-0.235,0.02
-0.24,0.015
-0.25,0.0
-0.255,0.005
-0.25,0.015
-0.25,0.005
-0.235,0.01
-0.245,-0.005
-0.25,-0.01
-0.255,-0.01
-0.265,-0.005
-0.25,-0.01
-0.245,-0.02
-0.245,-0.015
-0.255,-0.04
-0.26,-0.045
-0.265,-0.045
-0.25,-0.035
-0.245,-0.04
-0.245,-0.045
-0.26,-0.07
-0.27,-0.07
-0.27,-0.075
-0.26,-0.065
-0.26,-0.065
-0.265,-0.065
-0.275,-0.09
-0.275,-0.09
-0.28,-0.095
-0.27,-0.08
-0.265,-0.085
-0.265,-0.095
-0.265,-0.105
-0.285,-0.105
-0.275,-0.11
-0.27,-0.095
-0.265,-0.1
-0.275,-0.11
-0.275,-0.135
-0.285,-0.125
-0.29,-0.12
-0.28,-0.11
-0.275,-0.115
-0.27,-0.115
-0.28,-0.125
-0.295,-0.13
-0.285,-0.12
-0.28,-0.11
-0.27,-0.12
-0.275,-0.125
-0.28,-0.13
-0.29,-0.14
-0.28,-0.13
-0.275,-0.12
-0.265,-0.135
-0.275,-0.13
-0.285,-0.145
-0.295,-0.14
-0.295,-0.135
-0.275,-0.13
-0.265,-0.13
-0.275,-0.145
-0.28,-0.155
-0.28,-0.155
-0.275,-0.145
-0.275,-0.13
-0.27,-0.125
-0.275,-0.14
-0.285,-0.15
-0.28,-0.15
-0.285,-0.16
-0.275,-0.135
-0.27,-0.135
-0.27,-0.145
-0.285,-0.155
-0.3,-0.16
-0.295,-0.15
-0.29,-0.135
-0.275,-0.145
-0.265,-0.145
-0.27,-0.17
-0.285,-0.15
-0.275,-0.145
-0.275,-0.135
-0.255,-0.14
-0.265,-0.145
-0.275,-0.155
-0.285,-0.16
-0.28,-0.155
-0.255,-0.14
-0.25,-0.15
-0.25,-0.14
-0.26,-0.15
-0.26,-0.16
-0.26,-0.155
-0.255,-0.12
-0.24,-0.115
-0.23,-0.07
-0.23,0.01
-0.22,0.245
-0.19,0.64
-0.15,0.875
-0.1,0.765
0.0,0.52
0.245,0.335
0.615,0.28
0.875,0.24
0.77,0.205
0.46,0.14
0.25,0.035
0.185,-0.115
0.205,-0.265
0.23,-0.445
0.235,-0.65
0.25,-0.88
0.25,-1.13
0.255,-1.34
0.25,-1.525
0.26,-1.7
0.245,-1.84
0.23,-2.0
0.22,-2.205
0.205,-2.425
0.195,-2.6
0.21,-2.74
0.18,-2.815
0.155,-2.93
0.12,-3.02
0.06,-3.12
-0.005,-3.19
-0.075,-3.22
-0.135,-3.235
-0.185,-3.245
-0.24,-3.28
-0.325,-3.305
-0.425,-3.31
-0.51,-3.295
-0.575,-3.285
-0.57,-3.295
-0.54,-3.28
-0.505,-3.27
-0.48,-3.245
-0.455,-3.185
-0.445,-3.09
-0.445,-2.98
-0.43,-2.85
-0.435,-2.715
-0.44,-2.53
-0.425,-2.325
-0.39,-2.1
-0.365,-1.85
-0.31,-1.595
-0.295,-1.34
-0.295,-1.085
-0.3,-0.835
-0.315,-0.595
-0.32,-0.375
-0.335,-0.185
-0.355,-0.02
-0.365,0.145
-0.37,0.315
-0.37,0.455
-0.345,0.55
-0.345,0.625
-0.35,0.66
-0.35,0.695
-0.35,0.75
-0.345,0.81
-0.335,0.83
-0.335,0.87
-0.34,0.885
-0.36,0.905
-0.35,0.94
-0.345,0.98
-0.335,1.0
-0.34,1.02
-0.34,1.03
-0.36,1.045
-0.355,1.08
-0.34,1.1
-0.33,1.13
-0.32,1.14
-0.34,1.155
-0.36,1.17
-0.365,1.22
-0.355,1.245
-0.35,1.27
-0.345,1.295
-0.355,1.315
-0.375,1.33
-0.365,1.385
-0.36,1.425
-0.35,1.445
-0.35,1.475
-0.36,1.505
-0.365,1.53
-0.36,1.56
-0.355,1.6
-0.34,1.635
-0.34,1.665
-0.345,1.67
-0.355,1.695
-0.35,1.735
-0.34,1.77
-0.32,1.8
-0.31,1.81
-0.31,1.825
-0.305,1.835
-0.295,1.85
-0.295,1.87
-0.27,1.87
-0.26,1.865
-0.26,1.84
-0.265,1.82
-0.245,1.805
-0.22,1.79
-0.215,1.755
-0.21,1.7
-0.205,1.65
-0.195,1.59
-0.185,1.54
-0.15,1.5
-0.145,1.43
-0.145,1.355
-0.13,1.305
-0.14,1.21
-0.125,1.15
-0.105,1.095
-0.09,1.025
-0.09,0.935
-0.1,0.85
-0.11,0.795
-0.105,0.735
-0.095,0.67
-0.09,0.615
-0.1,0.555
-0.105,0.5
-0.11,0.445
-0.115,0.415
-0.12,0.375
-0.12,0.335
-0.12,0.3
-0.13,0.26
-0.155,0.23
-0.155,0.2
-0.145,0.195
-0.15,0.18
-0.155,0.16
-0.16,0.125
