noise1,noise2
-0.575,0.145
-0.585,0.15
-0.58,0.16
-0.57,0.155
-0.555,0.145
-0.545,0.135
-0.555,0.135
-0.56,0.145
-0.555,0.15
-0.555,0.135
-0.57,0.14
-0.57,0.145
-0.55,0.145
-0.55,0.135
-0.56,0.13
-0.575,0.125
-0.55,0.12
-0.545,0.12
-0.545,0.13
-0.545,0.125
-0.54,0.105
-0.545,0.095
-0.545,0.09
-0.555,0.115
-0.565,0.11
-0.565,0.115
-0.545,0.12
-0.53,0.125
-0.525,0.115
-0.525,0.1
-0.525,0.1
-0.535,0.105
-0.53,0.105
-0.53,0.095
-0.54,0.1
-0.53,0.125
-0.54,0.105
-0.535,0.095
-0.515,0.09
-0.53,0.105
-0.54,0.11
-0.55,0.11
-0.53,0.13
-0.52,0.13
-0.515,0.12
-0.515,0.11
-0.515,0.105
-0.515,0.1
-0.52,0.09
-0.51,0.085
-0.5,0.1
-0.49,0.13
-0.515,0.13
-0.52,0.11
-0.515,0.095
-0.515,0.1
-0.52,0.1
-0.515,0.095
-0.515,0.095
-0.5,0.09
-0.495,0.08
-0.5,0.09
-0.5,0.1
-0.5,0.105
-0.505,0.095
-0.495,0.105
-0.49,0.105
-0.49,0.095
-0.485,0.095
-0.485,0.095
-0.495,0.1
-0.495,0.11
-0.475,0.1
-0.465,0.09
-0.475,0.095
-0.475,0.09
-0.475,0.105
-0.48,0.125
-0.48,0.105
-0.48,0.095
-0.48,0.09
-0.465,0.085
-0.46,0.075
-0.46,0.07
-0.47,0.07
-0.47,0.07
-0.46,0.07
-0.45,0.07
-0.45,0.07
-0.45,0.08
-0.455,0.085
-0.445,0.08
-0.435,0.075
-0.43,0.08
-0.43,0.08
-0.44,0.08
-0.43,0.085
-0.41,0.085
-0.435,0.085
-0.44,0.08
-0.43,0.085
-0.425,0.09
-0.425,0.09
-0.435,0.085
-0.435,0.08
-0.44,0.075
-0.445,0.075
-0.44,0.08
-0.44,0.08
-0.44,0.085
-0.43,0.095
-0.43,0.095
-0.42,0.085
-0.41,0.08
-0.405,0.065
-0.395,0.065
-0.39,0.075
-0.385,0.07
-0.38,0.075
-0.385,0.075
-0.395,0.055
-0.395,0.07
-0.39,0.08
-0.38,0.075
-0.39,0.075
-0.4,0.08
-0.41,0.085
-0.42,0.095
-0.415,0.08
-0.405,0.065
-0.405,0.065
-0.395,0.065
-0.4,0.06
-0.425,0.055
-0.42,0.06
-0.41,0.07
-0.4,0.085
-0.41,0.085
-0.405,0.075
-0.395,0.07
-0.395,0.075
-0.385,0.075
-0.38,0.075
-0.39,0.085
-0.39,0.08
-0.38,0.075
-0.37,0.07
-0.365,0.07
-0.365,0.06
-0.37,0.05
-0.365,0.05
-0.365,0.06
-0.375,0.07
-0.375,0.06
-0.365,0.075
-0.36,0.085
-0.37,0.07
-0.36,0.07
-0.355,0.075
-0.355,0.065
-0.355,0.075
-0.355,0.075
-0.35,0.065
-0.355,0.045
-0.36,0.04
-0.355,0.045
-0.355,0.045
-0.355,0.055
-0.355,0.05
-0.34,0.035
-0.34,0.035
-0.335,0.045
-0.325,0.055
-0.33,0.055
-0.335,0.06
-0.335,0.055
-0.345,0.055
-0.345,0.055
-0.33,0.045
-0.32,0.045
-0.325,0.045
-0.33,0.045
-0.325,0.05
-0.325,0.065
-0.315,0.07
-0.31,0.065
-0.305,0.065
-0.31,0.065
-0.315,0.055
-0.305,0.055
-0.3,0.05
-0.295,0.045
-0.285,0.05
-0.275,0.05
-0.28,0.05
-0.295,0.045
-0.29,0.045
-0.29,0.045
-0.295,0.055
-0.295,0.055
-0.295,0.055
-0.285,0.055
-0.29,0.055
-0.265,0.05
-0.27,0.045
-0.265,0.045
-0.25,0.045
-0.245,0.05
-0.255,0.04
-0.26,0.055
-0.265,0.06
-0.26,0.065
-0.255,0.055
-0.245,0.05
-0.24,0.05
-0.25,0.055
-0.24,0.055
-0.245,0.05
-0.25,0.04
-0.22,0.06
-0.215,0.055
-0.225,0.04
-0.225,0.04
-0.22,0.045
-0.22,0.055
-0.225,0.055
-0.235,0.05
-0.235,0.05
-0.22,0.04
-0.205,0.055
-0.195,0.055
-0.2,0.045
-0.2,0.045
-0.205,0.045
-0.205,0.04
-0.19,0.04
-0.18,0.04
-0.175,0.035
-0.175,0.03
-0.185,0.05
-0.185,0.05
-0.195,0.035
-0.18,0.035
-0.175,0.035
-0.175,0.045
-0.175,0.05
-0.175,0.05
-0.165,0.04
-0.17,0.04
-0.175,0.04
-0.175,0.035
-0.185,0.035
-0.185,0.035
-0.175,0.035
-0.155,0.04
-0.15,0.04
-0.145,0.04
-0.145,0.035
-0.145,0.02
-0.15,0.02
-0.16,0.03
-0.15,0.025
-0.14,0.02
-0.135,0.02
-0.135,0.025
-0.14,0.025
-0.14,0.025
-0.13,0.025
-0.13,0.025
-0.135,0.02
-0.135,0.01
-0.135,0.02
-0.13,0.02
-0.125,0.01
-0.125,0.01
-0.135,0.03
-0.13,0.035
-0.13,0.04
-0.135,0.04
-0.14,0.035
-0.13,0.03
-0.13,0.005
-0.125,0.005
-0.115,0.02
-0.115,0.015
-0.115,0.02
-0.115,0.03
-0.135,0.03
-0.13,0.025
-0.11,0.02
-0.095,0.025
-0.115,0.015
-0.125,0.015
-0.12,0.025
-0.1,0.035
-0.095,0.03
-0.095,0.02
-0.1,0.01
-0.1,0.015
-0.095,0.025
-0.105,0.025
-0.095,0.025
-0.08,0.025
-0.065,0.02
-0.07,0.02
-0.08,0.005
-0.085,0.0
-0.08,0.01
-0.08,0.01
-0.09,0.0
-0.09,0.0
-0.09,0.015
-0.075,0.01
-0.07,0.0
-0.08,0.015
-0.08,0.015
-0.065,0.0
-0.065,0.02
-0.07,0.02
-0.07,0.01
-0.07,0.01
-0.075,0.02
-0.07,0.02
-0.07,0.0
-0.075,-0.01
-0.07,-0.01
-0.055,0.005
-0.055,0.005
-0.06,-0.005
-0.07,-0.015
-0.07,-0.015
-0.07,-0.02
-0.06,-0.02
-0.05,-0.02
-0.04,-0.005
-0.045,0.0
-0.04,-0.01
-0.035,-0.01
-0.03,-0.015
-0.035,-0.03
-0.04,-0.04
-0.04,-0.035
-0.03,-0.025
-0.025,-0.02
-0.025,-0.02
-0.03,-0.025
-0.03,-0.025
-0.03,-0.025
-0.03,-0.025
-0.025,-0.015
-0.025,0.0
-0.03,0.005
-0.04,-0.005
-0.02,-0.015
-0.02,-0.02
-0.03,-0.02
-0.02,-0.015
-0.015,-0.01
-0.01,-0.015
-0.015,-0.01
-0.01,-0.015
-0.005,-0.02
0.005,-0.025
-0.005,-0.005
-0.01,-0.015
-0.015,-0.03
-0.015,-0.015
-0.005,-0.02
-0.005,-0.035
0.005,-0.035
0.01,-0.045
0.005,-0.05
0.0,-0.045
0.005,-0.035
0.01,-0.03
0.02,-0.02
0.02,-0.04
0.015,-0.035
0.015,-0.03
0.02,-0.05
0.02,-0.05
0.015,-0.045
0.01,-0.045
0.025,-0.055
0.015,-0.05
0.015,-0.035
0.015,-0.045
0.02,-0.045
0.02,-0.035
0.025,-0.04
0.03,-0.055
0.035,-0.065
0.03,-0.055
0.03,-0.055
0.04,-0.055
0.04,-0.035
0.04,-0.04
0.03,-0.045
0.02,-0.04
0.015,-0.04
0.015,-0.04
0.02,-0.045
0.02,-0.045
0.02,-0.06
0.03,-0.07
0.03,-0.07
0.035,-0.065
0.03,-0.06
0.04,-0.065
0.055,-0.065
0.065,-0.065
0.06,-0.075
0.075,-0.075
0.08,-0.075
0.075,-0.07
0.075,-0.07
0.06,-0.08
0.05,-0.08
0.05,-0.085
0.05,-0.07
0.055,-0.075
0.045,-0.075
0.045,-0.075
0.04,-0.075
0.045,-0.07
0.045,-0.065
0.045,-0.065
0.05,-0.075
0.06,-0.07
0.065,-0.065
0.075,-0.07
0.065,-0.08
0.065,-0.075
0.065,-0.06
0.055,-0.045
0.065,-0.06
0.07,-0.07
0.07,-0.075
0.075,-0.075
0.08,-0.07
0.08,-0.07
0.085,-0.07
0.09,-0.07
0.095,-0.065
0.105,-0.065
0.11,-0.065
0.105,-0.07
0.09,-0.08
0.09,-0.065
0.095,-0.065
0.11,-0.075
0.105,-0.095
0.1,-0.085
0.105,-0.075
0.105,-0.075
0.105,-0.095
0.1,-0.1
0.1,-0.085
0.11,-0.085
0.12,-0.08
0.135,-0.065
0.14,-0.08
0.13,-0.075
0.125,-0.065
0.125,-0.065
0.12,-0.07
0.11,-0.075
0.12,-0.07
0.125,-0.09
0.13,-0.09
0.14,-0.075
0.155,-0.075
0.15,-0.07
0.14,-0.07
0.14,-0.1
0.14,-0.08
0.145,-0.065
0.14,-0.085
0.145,-0.095
0.16,-0.085
0.17,-0.075
0.16,-0.08
0.15,-0.08
0.155,-0.07
0.15,-0.08
0.155,-0.075
0.165,-0.065
0.16,-0.08
0.155,-0.085
0.16,-0.09
0.16,-0.085
0.17,-0.1
0.175,-0.09
0.175,-0.1
0.17,-0.085
0.165,-0.08
0.17,-0.085
0.185,-0.09
0.195,-0.085
0.2,-0.075
0.205,-0.08
0.19,-0.09
0.18,-0.095
0.18,-0.085
0.195,-0.085
0.205,-0.09
0.2,-0.095
0.19,-0.085
0.19,-0.085
0.195,-0.095
0.21,-0.08
0.205,-0.085
0.2,-0.1
0.21,-0.1
0.215,-0.1
0.205,-0.095
0.19,-0.1
0.205,-0.085
0.215,-0.095
0.205,-0.115
0.2,-0.09
0.2,-0.105
0.21,-0.13
0.22,-0.125
0.225,-0.105
0.225,-0.095
0.23,-0.095
0.21,-0.09
0.215,-0.085
0.215,-0.095
0.235,-0.085
0.24,-0.085
0.23,-0.095
0.235,-0.1
0.235,-0.105
0.225,-0.1
0.225,-0.1
0.235,-0.11
0.245,-0.12
0.235,-0.12
0.23,-0.11
0.23,-0.105
0.24,-0.105
0.255,-0.085
0.255,-0.09
0.245,-0.1
0.245,-0.1
0.245,-0.1
0.25,-0.1
0.275,-0.09
0.305,-0.075
0.32,-0.07
0.31,-0.08
0.31,-0.08
0.31,-0.075
0.32,-0.08
0.31,-0.08
0.3,-0.09
0.295,-0.095
0.32,-0.08
0.345,-0.08
0.36,-0.085
0.365,-0.085
0.34,-0.095
0.34,-0.085
0.33,-0.065
0.33,-0.065
0.335,-0.065
0.325,-0.075
0.33,-0.08
0.35,-0.08
0.37,-0.08
0.37,-0.09
0.375,-0.095
0.38,-0.095
0.4,-0.09
0.4,-0.09
0.395,-0.095
0.375,-0.085
0.39,-0.09
0.4,-0.095
0.41,-0.09
0.41,-0.095
0.405,-0.105
0.4,-0.105
0.4,-0.095
0.4,-0.085
0.405,-0.08
0.41,-0.09
0.42,-0.09
0.43,-0.095
0.44,-0.09
0.44,-0.085
0.43,-0.095
0.425,-0.11
0.425,-0.115
0.44,-0.105
0.46,-0.09
0.465,-0.09
0.475,-0.105
0.485,-0.115
0.495,-0.115
0.47,-0.105
0.46,-0.1
0.47,-0.105
0.495,-0.095
0.5,-0.095
0.505,-0.105
0.505,-0.1
0.5,-0.1
0.505,-0.11
0.53,-0.12
0.53,-0.12
0.535,-0.105
0.525,-0.085
0.5,-0.105
0.49,-0.095
0.505,-0.08
0.525,-0.1
0.55,-0.11
0.57,-0.115
0.56,-0.12
0.56,-0.115
0.565,-0.105
0.565,-0.105
0.565,-0.105
0.56,-0.1
0.555,-0.09
0.575,-0.09
0.575,-0.095
0.565,-0.105
0.565,-0.105
0.565,-0.12
0.565,-0.125
0.565,-0.13
0.565,-0.105
0.58,-0.105
0.595,-0.105
0.6,-0.1
0.615,-0.1
0.63,-0.11
0.63,-0.105
0.635,-0.095
0.645,-0.095
0.635,-0.11
0.63,-0.115
0.645,-0.11
0.66,-0.105
0.655,-0.11
0.65,-0.115
0.65,-0.12
0.655,-0.12
0.655,-0.115
0.65,-0.12
0.665,-0.12
0.665,-0.115
0.665,-0.11
0.665,-0.1
0.67,-0.105
0.695,-0.115
0.73,-0.115
0.705,-0.115
0.69,-0.115
0.675,-0.105
0.685,-0.105
0.71,-0.1
0.725,-0.095
0.725,-0.1
0.715,-0.105
0.71,-0.1
0.71,-0.1
0.725,-0.1
0.735,-0.09
0.745,-0.075
0.735,-0.105
0.74,-0.115
0.75,-0.115
0.75,-0.11
0.765,-0.09
0.785,-0.075
0.785,-0.1
0.785,-0.105
0.785,-0.1
0.795,-0.095
0.795,-0.105
0.795,-0.115
0.81,-0.12
0.8,-0.11
0.805,-0.105
0.815,-0.105
0.815,-0.105
0.825,-0.11
0.83,-0.115
0.83,-0.105
0.835,-0.11
0.835,-0.115
0.825,-0.11
0.84,-0.11
0.845,-0.11
0.85,-0.11
0.855,-0.13
0.86,-0.12
0.86,-0.105
0.86,-0.105
0.85,-0.11
0.855,-0.11
0.845,-0.11
0.885,-0.115
0.885,-0.115
0.875,-0.105
0.86,-0.13
0.875,-0.135
0.9,-0.125
0.905,-0.135
0.9,-0.14
0.895,-0.135
0.895,-0.13
0.91,-0.13
0.92,-0.135
0.915,-0.145
0.92,-0.12
0.93,-0.11
0.95,-0.125
0.925,-0.13
0.915,-0.125
0.925,-0.115
0.95,-0.125
0.955,-0.13
0.955,-0.135
0.97,-0.135
0.975,-0.14
0.96,-0.145
0.945,-0.14
0.94,-0.14
0.955,-0.13
0.985,-0.12
0.98,-0.135
0.975,-0.14
0.98,-0.135
0.97,-0.145
0.97,-0.15
0.98,-0.155
0.985,-0.155
1.0,-0.16
1.005,-0.155
1.005,-0.15
1.005,-0.15
1.015,-0.155
1.03,-0.155
1.015,-0.15
1.005,-0.145
1.0,-0.15
1.01,-0.16
1.03,-0.15
1.045,-0.14
1.06,-0.135
1.06,-0.145
1.06,-0.155
1.05,-0.15
1.055,-0.155
1.06,-0.165
1.065,-0.175
1.065,-0.175
1.06,-0.175
1.06,-0.18
1.05,-0.175
1.065,-0.165
1.075,-0.16
1.07,-0.165
1.075,-0.17
1.08,-0.17
1.07,-0.16
1.085,-0.16
1.09,-0.165
1.095,-0.175
1.095,-0.175
1.095,-0.185
1.09,-0.195
1.09,-0.195
1.11,-0.185
1.12,-0.185
1.125,-0.185
1.13,-0.185
1.145,-0.185
1.155,-0.185
1.13,-0.165
1.12,-0.16
1.115,-0.165
1.11,-0.18
1.1,-0.17
1.1,-0.165
1.105,-0.185
1.145,-0.185
1.165,-0.19
1.16,-0.18
1.15,-0.18
1.155,-0.18
1.17,-0.185
1.2,-0.185
1.19,-0.19
1.17,-0.185
1.16,-0.185
1.155,-0.19
1.155,-0.19
1.165,-0.185
1.165,-0.175
1.175,-0.17
1.195,-0.17
1.2,-0.195
1.215,-0.195
1.225,-0.19
1.21,-0.19
1.205,-0.19
1.2,-0.185
1.2,-0.185
1.215,-0.19
1.225,-0.19
1.235,-0.2
1.235,-0.21
1.225,-0.21
1.215,-0.2
1.22,-0.205
1.23,-0.215
1.235,-0.215
1.235,-0.195
1.24,-0.2
1.245,-0.205
1.255,-0.195
1.26,-0.205
1.26,-0.215
1.245,-0.215
1.25,-0.215
1.26,-0.21
1.27,-0.195
1.28,-0.215
1.285,-0.215
1.285,-0.21
1.26,-0.21
1.26,-0.215
1.255,-0.215
1.25,-0.225
1.26,-0.23
1.265,-0.235
1.255,-0.23
1.28,-0.23
1.28,-0.235
1.275,-0.24
1.285,-0.225
1.295,-0.22
1.29,-0.215
1.29,-0.215
1.275,-0.22
1.275,-0.215
1.285,-0.22
1.29,-0.22
1.295,-0.225
1.3,-0.235
1.3,-0.24
1.29,-0.25
1.285,-0.245
1.285,-0.22
1.29,-0.22
1.3,-0.225
1.295,-0.235
1.305,-0.235
1.31,-0.23
1.31,-0.225
1.345,-0.235
1.355,-0.235
1.345,-0.225
1.325,-0.23
1.32,-0.235
1.32,-0.23
1.32,-0.23
1.315,-0.23
1.32,-0.23
1.325,-0.225
1.325,-0.225
1.33,-0.23
1.345,-0.23
1.345,-0.23
1.345,-0.22
1.335,-0.21
1.315,-0.22
1.31,-0.23
1.315,-0.225
1.315,-0.225
1.325,-0.215
1.335,-0.22
1.35,-0.22
1.35,-0.23
1.35,-0.235
1.36,-0.23
1.35,-0.23
1.335,-0.23
1.325,-0.22
1.325,-0.22
1.335,-0.225
1.35,-0.225
1.38,-0.23
1.37,-0.22
1.375,-0.215
1.39,-0.225
1.39,-0.225
1.38,-0.22
1.365,-0.215
1.365,-0.22
1.365,-0.225
1.365,-0.23
1.37,-0.23
1.38,-0.23
1.385,-0.225
1.385,-0.235
1.385,-0.235
1.385,-0.23
1.385,-0.235
1.4,-0.225
1.395,-0.22
1.39,-0.22
1.375,-0.225
1.375,-0.23
1.385,-0.23
1.38,-0.23
1.41,-0.225
1.42,-0.235
1.415,-0.245
1.415,-0.23
1.41,-0.225
1.405,-0.235
1.405,-0.235
1.405,-0.225
1.405,-0.21
1.405,-0.225
1.405,-0.23
1.4,-0.235
1.405,-0.25
1.405,-0.24
1.4,-0.23
1.4,-0.22
1.41,-0.22
1.415,-0.225
1.415,-0.225
1.42,-0.235
1.43,-0.235
1.44,-0.23
1.435,-0.22
1.44,-0.225
1.445,-0.225
1.435,-0.215
1.425,-0.2
1.42,-0.2
1.435,-0.22
1.425,-0.215
1.43,-0.21
1.445,-0.215
1.44,-0.22
1.44,-0.21
1.44,-0.21
1.445,-0.2
1.425,-0.22
1.44,-0.21
1.46,-0.205
1.445,-0.24
1.435,-0.23
1.425,-0.205
1.425,-0.22
1.42,-0.22
1.415,-0.21
1.425,-0.2
1.43,-0.195
1.425,-0.2
1.435,-0.22
1.445,-0.205
1.45,-0.205
1.455,-0.225
1.445,-0.205
1.445,-0.2
1.455,-0.2
1.455,-0.21
1.46,-0.205
1.465,-0.195
1.465,-0.2
1.47,-0.21
1.475,-0.215
1.465,-0.215
1.45,-0.2
1.445,-0.195
1.455,-0.205
1.455,-0.205
1.465,-0.205
1.47,-0.215
1.47,-0.23
1.47,-0.23
1.47,-0.225
1.47,-0.225
1.46,-0.215
1.465,-0.215
1.465,-0.2
1.48,-0.2
1.49,-0.205
1.495,-0.205
1.47,-0.205
1.46,-0.205
1.47,-0.195
1.495,-0.195
1.505,-0.2
1.495,-0.2
1.48,-0.195
1.48,-0.195
1.49,-0.185
1.5,-0.175
1.495,-0.195
1.49,-0.195
1.5,-0.19
1.53,-0.205
1.53,-0.205
1.52,-0.2
1.52,-0.19
1.505,-0.175
1.5,-0.175
1.495,-0.2
1.505,-0.195
1.51,-0.19
1.515,-0.18
1.53,-0.205
1.53,-0.215
1.52,-0.21
1.53,-0.175
1.52,-0.18
1.5,-0.185
1.5,-0.19
1.53,-0.185
1.535,-0.19
1.525,-0.2
1.525,-0.195
1.515,-0.19
1.5,-0.185
1.515,-0.17
1.52,-0.17
1.525,-0.18
1.525,-0.175
1.53,-0.17
1.535,-0.175
1.525,-0.185
1.525,-0.18
1.525,-0.175
1.535,-0.165
1.535,-0.17
1.545,-0.17
1.55,-0.16
1.55,-0.165
1.545,-0.17
1.545,-0.175
1.555,-0.175
1.55,-0.17
1.545,-0.165
1.535,-0.175
1.545,-0.175
1.55,-0.165
1.555,-0.15
1.555,-0.165
1.55,-0.18
1.55,-0.19
1.55,-0.175
1.55,-0.17
1.545,-0.165
1.55,-0.165
1.55,-0.18
1.555,-0.175
1.58,-0.185
1.575,-0.185
1.57,-0.18
1.57,-0.18
1.555,-0.18
1.545,-0.175
1.54,-0.17
1.54,-0.165
1.545,-0.16
1.54,-0.165
1.55,-0.165
1.55,-0.175
1.555,-0.18
1.55,-0.17
1.55,-0.18
1.55,-0.18
1.545,-0.17
1.55,-0.175
1.555,-0.175
1.56,-0.17
1.565,-0.16
1.56,-0.165
1.56,-0.175
1.585,-0.18
1.585,-0.165
1.585,-0.165
1.575,-0.185
1.575,-0.175
1.57,-0.17
1.56,-0.175
1.57,-0.175
1.575,-0.175
1.57,-0.17
1.57,-0.17
1.57,-0.175
1.56,-0.175
1.56,-0.19
1.55,-0.19
1.545,-0.19
1.55,-0.185
1.57,-0.17
1.585,-0.165
1.595,-0.17
1.595,-0.17
1.59,-0.17
1.58,-0.17
1.58,-0.19
1.58,-0.19
1.585,-0.185
1.575,-0.18
1.575,-0.18
1.58,-0.17
1.59,-0.16
1.58,-0.16
1.585,-0.16
1.595,-0.16
1.595,-0.175
1.59,-0.175
1.59,-0.17
1.595,-0.175
1.6,-0.17
1.605,-0.175
1.605,-0.19
1.605,-0.175
1.6,-0.17
1.59,-0.175
1.58,-0.175
1.58,-0.175
1.59,-0.18
1.585,-0.18
1.6,-0.185
1.595,-0.19
1.6,-0.19
1.585,-0.195
1.58,-0.19
1.59,-0.18
1.59,-0.2
1.59,-0.195
1.585,-0.18
1.585,-0.195
1.585,-0.2
1.595,-0.205
1.615,-0.205
1.62,-0.205
1.605,-0.21
1.59,-0.21
1.605,-0.205
1.61,-0.2
1.615,-0.2
1.62,-0.215
1.61,-0.21
1.595,-0.2
1.595,-0.205
1.585,-0.2
1.575,-0.195
1.58,-0.19
1.575,-0.19
1.57,-0.185
1.575,-0.195
1.575,-0.205
1.59,-0.2
1.595,-0.185
1.6,-0.185
1.59,-0.195
1.58,-0.205
1.58,-0.205
1.575,-0.195
1.585,-0.195
1.605,-0.18
1.59,-0.18
1.585,-0.185
1.59,-0.195
1.59,-0.2
1.595,-0.205
1.585,-0.195
1.565,-0.17
1.56,-0.18
1.57,-0.19
1.585,-0.2
1.595,-0.195
1.6,-0.195
1.59,-0.205
1.585,-0.2
1.58,-0.205
1.575,-0.215
1.575,-0.215
1.58,-0.21
1.58,-0.195
1.57,-0.195
1.555,-0.2
1.56,-0.2
1.58,-0.205
1.57,-0.205
1.565,-0.2
1.57,-0.21
1.57,-0.21
1.57,-0.21
1.575,-0.22
1.575,-0.22
1.565,-0.22
1.56,-0.225
1.56,-0.225
1.545,-0.22
1.54,-0.225
1.555,-0.215
1.585,-0.23
1.585,-0.235
1.565,-0.24
1.56,-0.23
1.545,-0.225
1.535,-0.23
1.54,-0.225
1.545,-0.225
1.55,-0.23
1.545,-0.235
1.53,-0.225
1.52,-0.22
1.525,-0.215
1.53,-0.215
1.535,-0.22
1.535,-0.22
1.53,-0.195
1.52,-0.2
1.515,-0.215
1.52,-0.23
1.525,-0.235
1.525,-0.23
1.505,-0.23
1.505,-0.22
1.51,-0.215
1.515,-0.225
1.515,-0.245
1.52,-0.235
1.52,-0.22
1.52,-0.235
1.52,-0.235
1.51,-0.23
1.51,-0.23
1.505,-0.23
1.5,-0.23
1.51,-0.215
1.5,-0.215
1.495,-0.23
1.505,-0.245
1.505,-0.24
1.505,-0.235
1.5,-0.23
1.5,-0.215
1.495,-0.225
1.49,-0.235
1.5,-0.23
1.5,-0.23
1.495,-0.23
1.5,-0.235
1.5,-0.23
1.495,-0.24
1.495,-0.26
1.51,-0.26
1.51,-0.255
1.5,-0.255
1.49,-0.275
1.485,-0.27
1.49,-0.26
1.49,-0.265
1.485,-0.265
1.48,-0.27
1.485,-0.26
1.475,-0.26
1.48,-0.255
1.49,-0.25
1.49,-0.265
1.48,-0.255
1.47,-0.25
1.475,-0.245
1.46,-0.265
1.465,-0.27
1.45,-0.26
1.455,-0.26
1.46,-0.265
1.46,-0.28
1.46,-0.28
1.455,-0.29
1.45,-0.305
1.455,-0.295
1.45,-0.285
1.44,-0.28
1.45,-0.295
1.445,-0.295
1.44,-0.29
1.45,-0.295
1.435,-0.295
1.425,-0.295
1.415,-0.29
1.425,-0.29
1.43,-0.29
1.425,-0.3
1.415,-0.3
1.41,-0.285
1.405,-0.275
1.415,-0.285
1.415,-0.3
1.415,-0.3
1.405,-0.29
1.405,-0.28
1.41,-0.295
1.415,-0.315
1.4,-0.29
1.395,-0.29
1.395,-0.29
1.4,-0.295
1.39,-0.28
1.395,-0.285
1.39,-0.295
1.4,-0.295
1.4,-0.295
1.385,-0.29
1.39,-0.29
1.385,-0.295
1.375,-0.305
1.375,-0.3
1.375,-0.295
1.38,-0.295
1.37,-0.29
1.36,-0.295
1.35,-0.29
1.34,-0.275
1.34,-0.295
1.34,-0.305
1.345,-0.305
1.34,-0.305
1.335,-0.295
1.34,-0.285
1.34,-0.29
1.34,-0.29
1.335,-0.29
1.345,-0.305
1.33,-0.31
1.33,-0.315
1.345,-0.305
1.32,-0.305
1.31,-0.3
1.305,-0.3
1.305,-0.285
1.31,-0.28
1.305,-0.29
1.305,-0.285
1.32,-0.285
1.32,-0.28
1.305,-0.3
1.305,-0.3
1.3,-0.3
1.29,-0.295
1.31,-0.295
1.31,-0.3
1.3,-0.3
1.29,-0.305
1.285,-0.305
1.275,-0.3
1.265,-0.305
1.275,-0.305
1.285,-0.305
1.275,-0.295
1.27,-0.29
1.27,-0.29
1.28,-0.295
1.275,-0.295
1.27,-0.29
1.27,-0.29
1.265,-0.285
1.26,-0.28
1.26,-0.285
1.245,-0.285
1.26,-0.285
1.255,-0.29
1.24,-0.285
1.24,-0.295
1.24,-0.285
1.25,-0.265
1.25,-0.275
1.245,-0.275
1.24,-0.27
1.24,-0.27
1.23,-0.275
1.225,-0.275
1.225,-0.285
1.225,-0.27
1.23,-0.27
1.225,-0.285
1.225,-0.28
1.22,-0.28
1.21,-0.28
1.21,-0.255
1.205,-0.265
1.205,-0.275
1.21,-0.265
1.21,-0.26
1.2,-0.26
1.19,-0.275
1.19,-0.27
1.195,-0.25
1.205,-0.24
1.19,-0.265
1.185,-0.265
1.185,-0.26
1.19,-0.25
1.185,-0.255
1.18,-0.265
1.18,-0.255
1.165,-0.25
1.16,-0.245
1.165,-0.235
1.165,-0.25
1.155,-0.255
1.15,-0.255
1.15,-0.25
1.155,-0.245
1.145,-0.245
1.15,-0.245
1.135,-0.255
1.14,-0.265
1.13,-0.26
1.13,-0.245
1.125,-0.24
1.11,-0.24
1.115,-0.245
1.125,-0.24
1.135,-0.23
1.135,-0.255
1.135,-0.265
1.125,-0.27
1.135,-0.26
1.125,-0.255
1.12,-0.245
1.11,-0.235
1.115,-0.235
1.105,-0.235
1.085,-0.23
1.09,-0.25
1.095,-0.25
1.1,-0.24
1.095,-0.235
1.09,-0.22
1.09,-0.215
1.1,-0.22
1.095,-0.235
1.085,-0.245
1.075,-0.235
1.065,-0.235
1.065,-0.23
1.07,-0.22
1.06,-0.225
1.055,-0.215
1.06,-0.21
1.06,-0.205
1.07,-0.23
1.075,-0.22
1.085,-0.21
1.085,-0.215
1.07,-0.22
1.05,-0.225
1.045,-0.22
1.055,-0.215
1.06,-0.22
1.06,-0.22
1.065,-0.215
1.065,-0.205
1.055,-0.215
1.045,-0.205
1.035,-0.2
1.025,-0.2
1.025,-0.22
1.02,-0.225
1.025,-0.225
1.035,-0.205
1.045,-0.2
1.05,-0.19
1.045,-0.19
1.02,-0.205
1.01,-0.22
1.02,-0.23
1.005,-0.21
1.0,-0.2
1.0,-0.19
1.005,-0.19
1.005,-0.2
0.99,-0.21
0.99,-0.21
0.98,-0.21
0.975,-0.21
0.975,-0.21
0.985,-0.22
0.98,-0.215
0.99,-0.2
0.99,-0.205
0.98,-0.205
0.965,-0.195
0.96,-0.195
0.955,-0.195
0.96,-0.185
0.96,-0.195
0.965,-0.195
0.965,-0.19
0.955,-0.2
0.95,-0.2
0.945,-0.2
0.95,-0.19
0.94,-0.185
0.935,-0.185
0.94,-0.19
0.92,-0.19
0.915,-0.185
0.915,-0.175
0.915,-0.175
0.9,-0.18
0.895,-0.18
0.915,-0.17
0.915,-0.17
0.915,-0.175
0.91,-0.185
0.905,-0.19
0.9,-0.185
0.895,-0.175
0.895,-0.175
0.89,-0.18
0.885,-0.175
0.885,-0.175
0.87,-0.19
0.87,-0.185
0.88,-0.165
0.855,-0.19
0.845,-0.2
0.85,-0.19
0.85,-0.205
0.845,-0.2
0.835,-0.185
0.835,-0.175
0.825,-0.175
0.81,-0.185
0.8,-0.185
0.81,-0.185
0.82,-0.18
