"EM noise, signal 0","EM noise, signal 1"
4.415,-0.95
4.485,-0.95
4.545,-0.95
4.575,-0.96
4.545,-0.96
4.54,-0.97
4.54,-0.975
4.56,-0.96
4.565,-0.95
4.56,-0.94
4.54,-0.92
4.51,-0.905
4.47,-0.895
4.425,-0.885
4.37,-0.87
4.285,-0.86
4.195,-0.845
4.105,-0.83
4.0,-0.82
3.905,-0.81
3.935,-0.81
3.78,-0.835
3.74,-0.845
3.705,-0.84
3.705,-0.84
3.725,-0.845
3.76,-0.86
3.81,-0.86
3.865,-0.845
3.925,-0.83
3.985,-0.83
4.03,-0.82
4.085,-0.81
4.14,-0.815
4.225,-0.805
4.31,-0.8
4.4,-0.8
4.49,-0.8
4.57,-0.81
4.645,-0.83
4.73,-0.83
4.905,-0.835
5.11,-0.84
5.33,-0.85
5.46,-0.865
5.55,-0.875
5.615,-0.87
5.66,-0.88
5.685,-0.885
5.7,-0.88
5.685,-0.855
5.665,-0.825
5.65,-0.8
5.65,-0.775
5.655,-0.77
5.66,-0.785
5.66,-0.765
5.645,-0.85
5.64,-0.86
5.645,-0.85
5.645,-0.845
5.635,-0.84
5.61,-0.85
5.57,-0.85
5.54,-0.86
5.505,-0.875
5.45,-0.855
5.4,-0.855
5.345,-0.87
5.29,-0.89
5.21,-0.88
5.13,-0.865
5.05,-0.855
4.96,-0.86
4.885,-0.87
4.81,-0.87
4.74,-0.845
4.65,-0.85
4.57,-0.865
4.51,-0.86
4.44,-0.855
4.39,-0.86
4.355,-0.85
4.34,-0.88
4.3,-0.88
4.25,-0.865
4.225,-0.89
4.21,-0.88
4.195,-0.865
4.175,-0.865
4.165,-0.855
4.155,-0.85
4.155,-0.85
4.115,-0.875
4.1,-0.875
4.1,-0.85
4.1,-0.845
4.08,-0.84
4.05,-0.85
4.05,-0.835
4.06,-0.825
4.08,-0.815
4.08,-0.82
4.095,-0.835
4.095,-0.845
4.075,-0.84
4.085,-0.865
4.115,-0.875
4.14,-0.865
4.065,-0.86
3.995,-0.835
3.945,-0.81
3.925,-0.8
3.945,-0.795
4.005,-0.81
4.12,-0.845
4.065,-0.87
3.955,-0.865
3.81,-0.82
3.81,-0.775
3.85,-0.795
3.895,-0.84
3.85,-0.85
3.865,-0.845
3.88,-0.835
3.835,-0.85
3.795,-0.835
3.78,-0.82
3.775,-0.82
3.795,-0.85
3.78,-0.86
3.74,-0.865
3.66,-0.83
3.61,-0.81
3.58,-0.79
3.57,-0.81
3.49,-0.835
3.39,-0.845
3.265,-0.82
3.19,-0.8
3.165,-0.81
3.195,-0.86
3.235,-0.88
3.275,-0.865
3.3,-0.82
3.245,-0.75
3.18,-0.685
3.135,-0.625
3.13,-0.56
3.125,-0.54
3.14,-0.545
3.195,-0.58
3.21,-0.61
3.195,-0.625
3.15,-0.625
3.18,-0.625
3.19,-0.635
3.17,-0.655
3.115,-0.665
3.08,-0.67
3.065,-0.665
3.095,-0.665
3.07,-0.675
3.07,-0.685
3.045,-0.685
3.245,-0.675
3.335,-0.675
3.405,-0.69
3.44,-0.685
3.455,-0.68
3.485,-0.68
3.555,-0.69
3.6,-0.705
3.63,-0.72
3.64,-0.72
3.62,-0.71
3.625,-0.705
3.68,-0.705
3.73,-0.68
3.755,-0.675
3.77,-0.685
3.76,-0.71
3.735,-0.73
3.71,-0.745
3.73,-0.76
3.76,-0.775
3.76,-0.78
3.7,-0.755
3.665,-0.72
3.645,-0.7
3.655,-0.705
3.655,-0.7
3.65,-0.695
3.66,-0.695
3.66,-0.685
3.62,-0.68
3.585,-0.685
3.58,-0.685
3.575,-0.675
3.565,-0.66
3.575,-0.665
3.53,-0.63
3.52,-0.605
3.51,-0.575
3.505,-0.545
3.53,-0.525
3.575,-0.51
3.6,-0.515
3.62,-0.53
3.635,-0.54
3.625,-0.545
3.575,-0.555
3.53,-0.56
3.49,-0.56
3.43,-0.56
3.365,-0.565
3.3,-0.575
3.265,-0.605
3.215,-0.62
3.165,-0.63
3.1,-0.64
3.045,-0.645
3.01,-0.65
3.005,-0.66
2.955,-0.67
2.915,-0.68
2.875,-0.69
2.885,-0.7
2.9,-0.705
2.92,-0.705
2.895,-0.68
2.89,-0.665
2.89,-0.645
2.9,-0.615
2.92,-0.58
2.93,-0.545
2.93,-0.555
2.94,-0.51
2.95,-0.515
2.965,-0.51
2.93,-0.51
2.915,-0.5
2.9,-0.485
2.88,-0.48
2.85,-0.475
2.825,-0.475
2.81,-0.49
2.805,-0.505
2.795,-0.515
2.765,-0.505
2.725,-0.5
2.695,-0.495
2.675,-0.49
2.665,-0.475
2.66,-0.465
2.66,-0.46
2.655,-0.475
2.65,-0.48
2.635,-0.475
2.61,-0.465
2.61,-0.48
2.61,-0.485
2.595,-0.46
2.595,-0.48
2.6,-0.49
2.6,-0.5
2.6,-0.5
2.585,-0.5
2.565,-0.505
2.58,-0.5
2.585,-0.49
2.58,-0.485
2.58,-0.485
2.555,-0.485
2.565,-0.48
2.59,-0.485
2.6,-0.495
2.605,-0.5
2.605,-0.49
2.605,-0.49
2.6,-0.495
2.595,-0.495
2.6,-0.495
2.62,-0.5
2.63,-0.505
2.635,-0.505
2.64,-0.505
2.655,-0.505
2.67,-0.5
2.635,-0.51
2.625,-0.51
2.615,-0.505
2.58,-0.515
2.565,-0.52
2.555,-0.515
2.545,-0.5
2.54,-0.495
2.535,-0.5
2.54,-0.51
2.52,-0.51
2.515,-0.51
2.53,-0.5
2.54,-0.49
2.545,-0.5
2.55,-0.515
2.56,-0.515
2.565,-0.52
2.55,-0.535
2.56,-0.525
2.54,-0.555
2.555,-0.55
2.565,-0.555
2.6,-0.555
2.625,-0.56
2.64,-0.57
2.655,-0.57
2.67,-0.57
2.685,-0.575
2.71,-0.575
2.73,-0.57
2.76,-0.56
2.81,-0.555
2.81,-0.56
2.805,-0.565
2.795,-0.565
2.82,-0.54
2.85,-0.53
2.87,-0.535
2.865,-0.535
2.855,-0.53
2.85,-0.515
2.85,-0.515
2.87,-0.515
2.885,-0.52
2.9,-0.53
2.895,-0.54
2.89,-0.545
2.89,-0.535
2.875,-0.535
2.865,-0.525
2.86,-0.515
2.86,-0.515
2.845,-0.515
2.845,-0.51
2.83,-0.51
2.925,-0.515
2.955,-0.525
2.975,-0.52
3.005,-0.535
3.005,-0.54
2.99,-0.545
2.985,-0.55
3.015,-0.545
3.05,-0.535
3.05,-0.545
3.02,-0.55
2.985,-0.545
2.96,-0.535
2.96,-0.535
2.965,-0.54
2.975,-0.55
2.945,-0.545
2.92,-0.54
2.905,-0.54
2.91,-0.525
2.91,-0.525
2.92,-0.525
2.98,-0.505
3.045,-0.48
3.125,-0.47
3.215,-0.46
3.285,-0.43
3.315,-0.41
3.305,-0.395
3.28,-0.375
3.25,-0.36
3.225,-0.345
3.195,-0.35
3.175,-0.37
3.16,-0.38
3.165,-0.38
3.1,-0.38
3.055,-0.365
3.005,-0.35
2.935,-0.36
2.885,-0.37
2.85,-0.38
2.82,-0.4
2.785,-0.42
2.76,-0.435
2.75,-0.42
2.765,-0.42
2.78,-0.43
2.77,-0.42
2.81,-0.4
2.855,-0.38
2.895,-0.355
2.915,-0.355
2.93,-0.36
2.94,-0.37
2.96,-0.37
2.98,-0.37
3.015,-0.375
3.075,-0.375
3.2,-0.35
3.315,-0.34
3.42,-0.36
3.49,-0.36
3.555,-0.36
3.63,-0.345
3.71,-0.33
3.775,-0.31
3.83,-0.29
3.865,-0.275
3.885,-0.25
3.895,-0.235
3.895,-0.235
3.89,-0.23
3.88,-0.225
3.87,-0.215
3.87,-0.215
3.865,-0.22
3.875,-0.21
3.875,-0.225
3.875,-0.245
3.865,-0.26
3.855,-0.265
3.83,-0.285
3.815,-0.3
3.81,-0.3
3.81,-0.295
3.805,-0.29
3.79,-0.295
3.755,-0.305
3.73,-0.3
3.71,-0.29
3.675,-0.29
3.665,-0.295
3.645,-0.3
3.615,-0.31
3.59,-0.315
3.575,-0.32
3.56,-0.33
3.545,-0.285
3.51,-0.275
3.475,-0.285
3.45,-0.29
3.43,-0.3
3.405,-0.305
3.38,-0.305
3.355,-0.325
3.33,-0.335
3.34,-0.34
3.25,-0.295
3.22,-0.285
3.2,-0.295
3.22,-0.275
3.26,-0.27
3.29,-0.285
3.245,-0.325
3.195,-0.325
3.155,-0.31
3.155,-0.31
3.125,-0.315
3.11,-0.31
3.12,-0.3
3.12,-0.3
3.095,-0.305
3.05,-0.32
3.07,-0.305
3.025,-0.3
2.955,-0.285
2.895,-0.245
2.92,-0.22
2.95,-0.22
2.95,-0.27
2.975,-0.285
3.045,-0.315
3.15,-0.37
3.09,-0.415
3.015,-0.39
2.945,-0.325
2.945,-0.275
2.93,-0.31
2.9,-0.36
2.84,-0.385
2.81,-0.36
2.82,-0.335
2.795,-0.335
2.935,-0.32
2.945,-0.31
2.905,-0.275
2.845,-0.28
2.78,-0.31
2.71,-0.35
2.665,-0.37
2.64,-0.385
2.615,-0.395
2.605,-0.385
2.585,-0.35
2.555,-0.31
2.525,-0.26
2.55,-0.235
2.59,-0.215
2.64,-0.2
2.675,-0.22
2.675,-0.24
2.64,-0.255
2.565,-0.26
2.5,-0.27
2.445,-0.275
2.395,-0.275
2.27,-0.265
2.24,-0.255
2.32,-0.24
2.445,-0.23
2.505,-0.245
2.53,-0.275
2.53,-0.28
2.54,-0.3
2.55,-0.32
2.575,-0.345
2.595,-0.365
2.635,-0.375
2.605,-0.375
2.755,-0.375
2.795,-0.365
2.84,-0.36
2.95,-0.355
3.085,-0.345
3.245,-0.335
3.42,-0.35
3.595,-0.345
3.76,-0.335
3.9,-0.36
3.97,-0.385
4.04,-0.4
4.12,-0.41
4.195,-0.375
4.235,-0.34
4.25,-0.305
4.225,-0.31
4.145,-0.325
4.04,-0.34
3.93,-0.36
3.73,-0.355
3.545,-0.34
3.4,-0.32
3.32,-0.315
3.27,-0.315
3.225,-0.305
3.14,-0.305
3.11,-0.3
3.1,-0.29
3.08,-0.275
3.095,-0.265
3.125,-0.26
3.165,-0.265
3.185,-0.25
3.205,-0.235
3.195,-0.235
3.245,-0.245
3.265,-0.25
3.29,-0.255
3.315,-0.22
3.34,-0.2
3.36,-0.175
3.35,-0.12
3.365,-0.095
3.395,-0.08
3.425,-0.08
3.48,-0.05
3.52,-0.025
3.54,0.0
3.53,0.01
3.51,0.005
3.485,-0.025
3.475,-0.065
3.425,-0.105
3.36,-0.14
3.28,-0.18
3.225,-0.23
3.175,-0.26
3.13,-0.27
3.075,-0.285
3.045,-0.29
3.04,-0.3
3.01,-0.31
2.98,-0.32
2.96,-0.335
2.935,-0.335
2.915,-0.36
2.905,-0.385
2.905,-0.38
2.9,-0.385
2.895,-0.4
2.895,-0.395
2.895,-0.415
2.89,-0.41
2.89,-0.405
2.88,-0.375
2.875,-0.325
2.86,-0.27
2.835,-0.255
2.825,-0.245
2.83,-0.23
2.83,-0.21
2.81,-0.18
2.785,-0.165
2.755,-0.185
2.745,-0.175
2.735,-0.175
2.725,-0.19
2.695,-0.205
2.685,-0.205
2.685,-0.2
2.675,-0.195
2.655,-0.2
2.635,-0.215
2.615,-0.225
2.62,-0.215
2.64,-0.205
2.665,-0.215
2.66,-0.225
2.655,-0.225
2.645,-0.21
2.635,-0.215
2.64,-0.215
2.655,-0.21
2.655,-0.21
2.655,-0.22
2.65,-0.235
2.65,-0.23
2.67,-0.26
2.68,-0.265
2.69,-0.27
2.665,-0.27
2.645,-0.27
2.635,-0.28
2.675,-0.28
2.685,-0.275
2.685,-0.285
2.675,-0.31
2.68,-0.3
2.695,-0.29
2.705,-0.3
2.705,-0.3
2.715,-0.3
2.74,-0.3
2.74,-0.285
2.735,-0.295
2.73,-0.31
2.715,-0.29
2.705,-0.285
2.695,-0.29
2.68,-0.29
2.665,-0.29
2.65,-0.285
2.64,-0.28
2.635,-0.285
2.625,-0.29
2.615,-0.295
2.64,-0.305
2.65,-0.315
2.655,-0.325
2.675,-0.345
2.695,-0.37
2.71,-0.38
2.71,-0.385
2.73,-0.365
2.745,-0.37
2.765,-0.37
2.785,-0.37
2.815,-0.375
2.85,-0.385
2.89,-0.385
2.915,-0.375
2.945,-0.37
2.98,-0.36
2.99,-0.355
2.99,-0.35
2.975,-0.34
2.975,-0.34
2.99,-0.345
3.005,-0.34
3.025,-0.365
3.03,-0.37
3.035,-0.36
3.015,-0.37
3.01,-0.375
3.015,-0.37
3.03,-0.37
3.015,-0.375
3.0,-0.375
2.995,-0.365
2.985,-0.37
2.98,-0.37
2.98,-0.36
2.955,-0.36
2.96,-0.355
2.98,-0.36
3.02,-0.36
3.075,-0.365
3.13,-0.375
3.11,-0.365
3.205,-0.43
3.185,-0.44
3.135,-0.44
3.12,-0.405
3.115,-0.39
3.125,-0.375
3.1,-0.39
3.085,-0.395
3.075,-0.395
3.095,-0.41
3.105,-0.395
3.13,-0.38
3.17,-0.39
3.195,-0.365
3.245,-0.355
3.305,-0.365
3.355,-0.36
3.41,-0.34
3.47,-0.32
3.535,-0.3
3.59,-0.275
3.64,-0.255
3.685,-0.265
3.695,-0.28
3.69,-0.3
3.665,-0.33
3.63,-0.345
3.615,-0.355
3.61,-0.35
3.585,-0.335
3.55,-0.33
3.52,-0.33
3.495,-0.33
3.455,-0.335
3.42,-0.345
3.425,-0.345
3.375,-0.33
3.36,-0.345
3.35,-0.37
3.35,-0.38
3.36,-0.38
3.37,-0.365
3.375,-0.345
3.395,-0.325
3.42,-0.31
3.43,-0.31
3.475,-0.3
3.535,-0.29
3.61,-0.285
3.69,-0.255
3.77,-0.24
3.845,-0.235
3.93,-0.225
4.005,-0.22
4.075,-0.22
4.135,-0.225
4.17,-0.225
4.19,-0.22
4.2,-0.215
4.195,-0.215
4.19,-0.215
4.195,-0.195
4.2,-0.215
4.215,-0.225
4.235,-0.235
4.225,-0.23
4.195,-0.205
4.165,-0.185
4.165,-0.17
4.16,-0.15
4.15,-0.16
4.15,-0.14
4.155,-0.25
4.165,-0.275
4.175,-0.295
4.165,-0.305
4.16,-0.305
4.145,-0.29
4.125,-0.285
4.095,-0.275
4.06,-0.265
4.03,-0.275
3.99,-0.275
3.935,-0.265
3.87,-0.255
3.8,-0.25
3.715,-0.25
3.615,-0.26
3.515,-0.28
3.415,-0.285
3.33,-0.29
3.285,-0.295
3.24,-0.305
3.2,-0.31
3.165,-0.31
3.155,-0.305
3.145,-0.3
3.135,-0.3
3.135,-0.3
3.13,-0.305
3.13,-0.3
3.115,-0.295
3.105,-0.29
3.1,-0.29
3.1,-0.285
3.105,-0.295
3.1,-0.305
3.105,-0.31
3.09,-0.275
3.1,-0.27
3.11,-0.28
3.14,-0.26
3.175,-0.27
3.195,-0.315
3.145,-0.375
3.12,-0.35
3.105,-0.315
3.12,-0.305
3.12,-0.29
3.135,-0.28
3.18,-0.28
3.17,-0.31
3.15,-0.3
3.13,-0.265
3.19,-0.265
3.225,-0.305
3.22,-0.355
3.15,-0.375
3.145,-0.37
3.165,-0.355
3.18,-0.355
3.15,-0.37
3.12,-0.38
3.09,-0.39
3.075,-0.375
3.065,-0.365
3.065,-0.37
3.08,-0.415
3.055,-0.43
3.025,-0.425
3.015,-0.39
3.02,-0.385
3.025,-0.385
3.03,-0.385
2.955,-0.355
2.935,-0.345
2.925,-0.345
2.905,-0.35
2.895,-0.355
2.9,-0.355
2.895,-0.405
2.895,-0.445
2.91,-0.47
2.95,-0.445
2.95,-0.435
2.93,-0.4
2.895,-0.35
2.895,-0.3
2.905,-0.24
2.91,-0.19
2.865,-0.17
2.84,-0.17
2.83,-0.18
2.83,-0.18
2.835,-0.185
2.84,-0.185
2.86,-0.195
2.92,-0.205
2.96,-0.205
2.99,-0.195
2.985,-0.195
2.96,-0.195
2.925,-0.21
2.9,-0.21
2.885,-0.22
2.885,-0.24
2.925,-0.27
2.985,-0.28
3.035,-0.295
3.02,-0.285
3.125,-0.31
3.195,-0.31
3.28,-0.33
3.34,-0.335
3.355,-0.345
3.345,-0.36
3.35,-0.36
3.395,-0.355
3.44,-0.35
3.48,-0.355
3.505,-0.365
3.535,-0.37
3.565,-0.36
3.56,-0.37
3.58,-0.37
3.615,-0.36
3.615,-0.34
3.61,-0.33
3.595,-0.32
3.545,-0.315
3.53,-0.32
3.52,-0.33
3.52,-0.32
3.525,-0.315
3.53,-0.31
3.52,-0.285
3.51,-0.315
3.485,-0.325
3.46,-0.315
3.445,-0.305
3.415,-0.295
3.38,-0.29
3.335,-0.305
3.295,-0.31
3.26,-0.31
3.265,-0.315
3.225,-0.285
3.205,-0.265
3.185,-0.24
3.185,-0.24
3.18,-0.21
3.165,-0.18
3.175,-0.18
3.185,-0.17
3.19,-0.165
3.195,-0.175
3.2,-0.155
3.205,-0.145
3.22,-0.165
3.225,-0.17
3.23,-0.2
3.22,-0.24
3.24,-0.245
3.25,-0.265
3.25,-0.285
3.25,-0.31
3.245,-0.325
3.25,-0.335
3.28,-0.345
3.285,-0.375
3.295,-0.39
3.325,-0.395
3.36,-0.38
3.37,-0.37
3.36,-0.36
3.355,-0.375
3.35,-0.38
3.345,-0.39
3.33,-0.405
3.32,-0.395
3.31,-0.36
3.31,-0.38
3.33,-0.265
3.34,-0.255
3.335,-0.285
3.29,-0.31
3.24,-0.32
3.205,-0.32
3.21,-0.325
3.18,-0.32
3.14,-0.305
3.105,-0.305
3.095,-0.325
3.08,-0.335
3.065,-0.325
3.065,-0.345
3.055,-0.345
3.03,-0.33
3.03,-0.34
3.02,-0.36
3.005,-0.375
3.02,-0.375
3.0,-0.38
2.98,-0.39
2.97,-0.41
2.98,-0.415
2.99,-0.41
2.995,-0.415
3.015,-0.41
3.01,-0.405
2.99,-0.4
2.99,-0.4
2.99,-0.395
3.0,-0.385
3.0,-0.39
3.01,-0.385
3.02,-0.37
3.02,-0.375
3.025,-0.375
3.03,-0.39
3.04,-0.41
3.02,-0.41
3.005,-0.415
2.995,-0.41
2.995,-0.41
3.005,-0.39
3.015,-0.375
3.015,-0.395
3.035,-0.405
3.065,-0.41
3.105,-0.4
3.105,-0.41
3.13,-0.42
3.16,-0.42
3.165,-0.425
3.165,-0.43
3.155,-0.425
3.155,-0.405
3.16,-0.42
3.165,-0.44
3.165,-0.44
3.165,-0.44
3.17,-0.44
3.18,-0.43
3.185,-0.45
3.19,-0.455
3.2,-0.45
3.2,-0.485
3.21,-0.495
3.22,-0.5
3.22,-0.515
3.225,-0.525
3.235,-0.54
3.225,-0.535
3.265,-0.565
3.27,-0.585
3.28,-0.62
3.275,-0.595
3.27,-0.585
3.275,-0.58
3.3,-0.57
3.33,-0.57
3.36,-0.575
3.385,-0.585
3.41,-0.575
3.43,-0.555
3.445,-0.535
3.455,-0.545
3.46,-0.555
3.46,-0.55
3.465,-0.535
3.485,-0.54
3.505,-0.55
3.525,-0.57
3.53,-0.58
3.525,-0.585
3.505,-0.575
3.485,-0.58
3.47,-0.585
3.46,-0.57
3.455,-0.57
3.435,-0.565
3.415,-0.565
3.46,-0.545
3.495,-0.56
3.55,-0.585
3.64,-0.59
3.675,-0.61
3.695,-0.625
3.69,-0.625
3.72,-0.625
3.73,-0.62
3.745,-0.615
3.745,-0.615
3.74,-0.605
3.73,-0.59
3.72,-0.59
3.7,-0.585
3.68,-0.575
3.66,-0.56
3.68,-0.56
3.71,-0.565
3.735,-0.575
3.735,-0.565
3.735,-0.56
3.75,-0.57
3.755,-0.57
3.775,-0.57
3.805,-0.57
3.87,-0.54
3.915,-0.545
3.975,-0.56
4.065,-0.565
4.14,-0.58
4.195,-0.595
4.225,-0.61
4.225,-0.61
4.26,-0.595
4.305,-0.575
4.35,-0.555
4.36,-0.55
4.355,-0.56
4.315,-0.575
4.295,-0.58
4.28,-0.575
4.28,-0.575
4.23,-0.585
4.155,-0.58
4.065,-0.59
4.045,-0.56
4.025,-0.55
4.0,-0.56
3.965,-0.545
3.965,-0.55
3.965,-0.56
3.925,-0.55
3.915,-0.55
3.915,-0.55
3.93,-0.54
3.99,-0.55
4.11,-0.56
4.265,-0.55
4.405,-0.545
4.475,-0.535
4.505,-0.53
4.525,-0.535
4.535,-0.54
4.555,-0.545
4.59,-0.54
4.635,-0.525
4.685,-0.515
4.745,-0.505
4.805,-0.49
4.86,-0.48
4.915,-0.475
4.945,-0.455
4.955,-0.47
4.965,-0.49
4.98,-0.505
4.99,-0.51
5.025,-0.52
4.995,-0.515
5.215,-0.565
5.33,-0.58
5.44,-0.575
5.54,-0.575
5.62,-0.58
5.675,-0.595
5.675,-0.58
5.66,-0.575
5.635,-0.575
5.62,-0.575
5.575,-0.575
5.525,-0.58
5.475,-0.57
5.41,-0.575
5.355,-0.585
5.305,-0.6
5.245,-0.595
5.175,-0.59
5.11,-0.59
5.045,-0.59
4.965,-0.595
4.88,-0.595
4.805,-0.6
4.725,-0.605
4.66,-0.605
4.605,-0.61
4.55,-0.595
4.52,-0.595
4.505,-0.605
4.485,-0.6
4.465,-0.595
4.44,-0.59
4.41,-0.57
4.405,-0.57
4.405,-0.585
4.41,-0.58
4.38,-0.59
4.375,-0.58
4.38,-0.575
4.385,-0.56
4.39,-0.565
4.39,-0.58
4.37,-0.58
4.375,-0.58
4.385,-0.585
4.395,-0.6
4.335,-0.605
4.295,-0.605
4.305,-0.59
4.24,-0.58
4.185,-0.545
4.15,-0.505
4.25,-0.525
4.285,-0.575
4.295,-0.62
4.295,-0.635
4.23,-0.615
4.165,-0.565
4.135,-0.495
4.26,-0.525
4.31,-0.59
4.26,-0.67
4.19,-0.64
4.155,-0.62
4.145,-0.605
4.185,-0.61
4.165,-0.62
4.125,-0.625
4.11,-0.625
4.07,-0.645
4.01,-0.665
4.04,-0.665
3.9,-0.67
3.865,-0.68
3.83,-0.675
3.785,-0.68
3.74,-0.68
3.68,-0.67
3.595,-0.685
3.575,-0.7
3.595,-0.72
3.645,-0.73
3.675,-0.725
3.71,-0.7
3.75,-0.665
3.72,-0.605
3.68,-0.57
3.635,-0.555
3.615,-0.545
3.595,-0.545
3.58,-0.555
3.615,-0.555
3.645,-0.56
3.665,-0.57
3.675,-0.57
3.68,-0.565
3.7,-0.56
3.745,-0.56
3.76,-0.58
3.765,-0.595
3.775,-0.605
3.785,-0.62
3.83,-0.625
3.885,-0.63
3.93,-0.63
3.94,-0.625
3.97,-0.62
3.935,-0.62
4.175,-0.65
4.27,-0.655
4.34,-0.64
4.405,-0.63
4.5,-0.62
4.59,-0.61
4.645,-0.625
4.63,-0.63
4.6,-0.63
4.59,-0.63
4.585,-0.645
4.59,-0.66
4.595,-0.675
4.615,-0.675
4.62,-0.67
4.605,-0.66
4.595,-0.67
4.53,-0.665
4.455,-0.655
4.405,-0.655
4.385,-0.65
4.37,-0.65
4.36,-0.65
4.355,-0.655
4.36,-0.675
4.375,-0.695
4.36,-0.725
4.35,-0.745
4.335,-0.76
4.355,-0.785
4.36,-0.805
4.355,-0.82
4.37,-0.825
4.38,-0.795
4.39,-0.755
4.39,-0.77
4.395,-0.655
4.395,-0.605
4.41,-0.565
4.41,-0.53
4.42,-0.505
4.44,-0.485
4.485,-0.485
4.495,-0.485
4.5,-0.485
4.51,-0.485
4.515,-0.49
4.505,-0.51
4.485,-0.54
4.485,-0.575
4.49,-0.6
4.505,-0.615
4.485,-0.64
4.45,-0.66
4.415,-0.675
4.38,-0.695
4.355,-0.72
4.33,-0.74
4.305,-0.765
4.29,-0.77
4.3,-0.78
4.34,-0.79
4.33,-0.785
4.325,-0.78
4.33,-0.78
4.355,-0.78
4.395,-0.78
4.43,-0.775
4.435,-0.775
4.435,-0.77
4.405,-0.77
4.425,-0.77
4.315,-0.74
4.3,-0.675
4.31,-0.6
4.31,-0.58
4.285,-0.58
4.24,-0.6
4.18,-0.61
4.135,-0.635
4.105,-0.655
4.095,-0.655
4.075,-0.68
4.055,-0.7
4.045,-0.705
4.01,-0.705
3.975,-0.71
3.95,-0.72
3.95,-0.735
3.95,-0.745
3.945,-0.755
3.925,-0.75
3.91,-0.745
3.905,-0.745
3.925,-0.755
3.92,-0.785
3.915,-0.8
3.925,-0.81
3.92,-0.81
3.915,-0.805
3.915,-0.79
3.915,-0.8
3.905,-0.785
3.905,-0.76
3.93,-0.765
3.94,-0.755
3.94,-0.745
3.95,-0.74
3.905,-0.765
3.9,-0.77
3.905,-0.79
3.925,-0.79
3.94,-0.8
3.955,-0.81
3.96,-0.81
3.96,-0.805
3.96,-0.805
3.98,-0.815
4.0,-0.82
4.02,-0.815
4.04,-0.8
4.04,-0.81
4.045,-0.805
4.045,-0.79
4.045,-0.79
4.045,-0.79
4.035,-0.79
4.04,-0.77
4.035,-0.765
4.025,-0.765
4.02,-0.77
4.015,-0.76
4.025,-0.75
4.045,-0.75
4.03,-0.775
4.03,-0.785
4.045,-0.79
4.025,-0.78
4.02,-0.795
4.015,-0.82
4.01,-0.82
4.005,-0.82
4.0,-0.815
4.0,-0.815
4.02,-0.85
4.03,-0.865
4.035,-0.87
4.04,-0.875
4.05,-0.885
4.065,-0.895
4.065,-0.9
4.09,-0.91
4.115,-0.915
4.12,-0.915
4.16,-0.915
4.19,-0.925
4.215,-0.955
4.25,-0.945
4.275,-0.94
4.29,-0.95
4.285,-0.95
4.28,-0.955
4.285,-0.965
4.295,-0.94
4.305,-0.935
4.31,-0.93
4.31,-0.93
4.31,-0.945
4.32,-0.95
4.34,-0.94
4.345,-0.94
4.35,-0.94
4.345,-0.955
4.365,-0.955
4.375,-0.955
4.38,-0.95
4.38,-0.945
4.4,-0.93
4.43,-0.925
4.42,-0.92
4.49,-0.94
4.51,-0.945
4.52,-0.97
4.535,-0.965
4.54,-0.96
4.55,-0.965
4.57,-0.945
4.605,-0.945
4.645,-0.955
4.68,-0.965
4.65,-0.975
4.6,-0.97
4.54,-0.94
4.57,-0.925
4.61,-0.925
4.65,-0.945
4.635,-0.955
4.62,-0.96
4.605,-0.965
4.625,-0.975
4.65,-0.98
4.665,-0.975
4.66,-0.98
4.695,-0.975
4.765,-0.97
4.855,-0.99
4.95,-1.0
5.025,-1.005
5.085,-0.995
5.1,-0.97
5.105,-0.96
5.105,-0.955
5.09,-0.955
5.06,-0.945
5.02,-0.94
5.04,-0.93
4.94,-0.98
4.905,-0.995
4.87,-1.015
4.85,-1.025
4.84,-1.03
4.84,-1.04
4.84,-1.02
4.83,-0.99
4.815,-0.965
4.8,-0.94
4.805,-0.935
4.825,-0.935
4.85,-0.95
4.875,-0.965
4.905,-0.97
4.935,-0.955
4.97,-0.975
5.01,-0.97
5.045,-0.95
5.06,-0.97
5.085,-0.975
5.11,-0.975
5.14,-0.965
5.175,-0.96
5.205,-0.96
5.225,-0.965
5.285,-0.96
5.465,-0.955
5.74,-0.965
6.115,-0.945
6.385,-0.93
6.605,-0.92
6.775,-0.925
6.955,-0.91
7.135,-0.89
7.06,-0.89
7.44,-0.86
7.54,-0.855
7.61,-0.87
7.575,-0.885
7.51,-0.91
7.43,-0.94
7.34,-0.945
7.27,-0.945
7.21,-0.94
7.17,-0.94
7.125,-0.935
7.085,-0.93
7.055,-0.94
6.985,-0.94
6.92,-0.92
6.865,-0.895
6.825,-0.915
6.79,-0.92
6.755,-0.915
6.7,-0.905
6.655,-0.9
6.605,-0.905
6.555,-0.91
6.49,-0.915
6.43,-0.905
6.37,-0.89
6.305,-0.875
6.24,-0.865
6.175,-0.85
6.09,-0.865
6.04,-0.885
5.995,-0.9
5.94,-0.9
5.915,-0.925
5.89,-0.945
5.905,-0.945
5.825,-0.95
5.81,-0.945
5.795,-0.945
5.775,-0.945
5.75,-0.935
5.73,-0.92
5.73,-0.92
5.705,-0.935
5.665,-0.94
5.6,-0.925
5.605,-0.92
5.62,-0.935
5.625,-0.965
5.59,-0.975
5.56,-0.97
5.545,-0.955
5.525,-0.96
5.48,-0.965
5.435,-0.96
5.385,-0.955
